Product_ID,Product_Name,Category,Brand,Unit_Price,Supplier,Launch_Date,Created_At,Last_Updated
PB1006,Britannia Cheese 400g,Dairy,Britannia,126.0,Prime FMCG Supply,2021-05-14,2023-09-28,2024-12-04
PB1012,McCain French Fries 340ml,Frozen Foods,Mccain,357.5,ABC Distributors,2021-07-27,2025-04-21,2024-01-17
PB1017,Johnson's Baby Soap 40g,Baby Care,Johnson's,37.5,Retail Connect,2022-03-10,2024-04-25,2024-09-02
PB1020,Himalaya Baby Lotion 500 g,Baby Care,Himalaya,470.0,Prime FMCG Supply,2024-11-07,2024-10-28,2024-05-18
PB1040,Lizol Home Care 500g,Home Care,Lizol,108.03,ABC Distributors,2022-08-17,2022-09-04,2023-04-14
PB1055,Nescafe Beverage 250g,Beverages,Nescafe,549.62,,2022-07-20,2022-07-23,2023-06-21
PB1062,Nescafe Beverage 250g,Beverages,Nescafe,515.72,Metro Supplies,2025-03-03,2025-04-05,2025-09-13
PB1067,McCain Frozen Food 250g,Frozen Foods,Mccain,79.38,Metro Supplies,2023-09-06,2023-11-04,2024-10-08
PB1085,Lizol Home Care 200g,Home Care,Lizol,518.69,Global FMCG,2023-01-28,2023-02-23,2024-01-29
PB1095,Nestle Chocolate 500g,Chocolates,Nestle,170.59,Om Enterprises,2023-05-22,2023-07-14,2024-06-04
PB1098,Haldiram Snack 200g,Snacks,Haldiram,198.71,Prime Wholesale,2022-05-12,2022-06-07,2023-01-01
PB1099,Parle Biscuit 200g,Biscuits,Parle,521.68,ABC Distributors,2024-05-10,2024-06-03,2025-03-29
PB1111,Dove Personal Care 500g,Personal Care,Dove,435.88,Shree Traders,2022-09-05,2022-10-25,2023-08-10
PB1082,Surf Excel Home Care 1kg,Home Care,Surf Excel,385.6,Global FMCG,2022-01-04,2022-02-06,2022-11-08
PB1119,Tata Tea Beverage 1kg,Beverages,Tata Tea,387.57,Global FMCG,2024-09-27,2024-11-01,2025-03-04
PB1002,Amul Butter 340ml,Dairy,Amul,463.0,Prime FMCG Supply,2024-03-06,2023-07-06,2024-01-26
PB1030,Fortune Atta 1L,Staples,Fortune,522.5,FreshMart Suppliers,2021-05-25,2025-06-04,2024-07-24
PB1093,McCain Frozen Food 100g,Frozen Foods,Mccain,264.64,Om Enterprises,2025-02-15,2025-03-02,2025-05-03
PB1100,Britannia Biscuit 100g,Biscuits,Britannia,473.06,Om Enterprises,2023-12-22,2024-01-10,2024-07-27
PB1107,Amul Dairy 200g,Dairy,Amul,351.2,Metro Supplies,2023-02-13,2023-04-07,2023-04-17
PB1116,Vim Home Care 200g,Home Care,Vim,375.8,Shree Traders,2024-08-09,2024-09-14,2025-07-23
PB1022,Lux Soap 340ml,Personal Care,Lux,132.5,Prime FMCG Supply,2022-09-12,2024-02-26,2024-12-21
PB1039,Nestle Chocolate 250g,Chocolates,Nestle,382.9,RK Agencies,2022-01-24,2022-03-08,2022-05-05
PB1068,Surf Excel Home Care 100g,Home Care,Surf Excel,172.92,Metro Supplies,2025-02-07,2025-02-16,2025-07-05
PB1075,Lay's Snack 200g,Snacks,Lay's,38.01,Global FMCG,2022-12-29,2023-02-23,2023-09-22
PB1077,Mother Dairy Dairy 200g,Dairy,Mother Dairy,208.57,Om Enterprises,2023-02-13,2023-04-06,2023-11-27
PB1091,Nestle Chocolate 250g,Chocolates,Nestle,226.59,Prime Wholesale,2023-02-03,2023-03-20,2024-03-10
PB1094,Nestle Chocolate 1kg,Chocolates,Nestle,259.1,Metro Supplies,2024-10-30,2024-11-26,2025-09-02
PB1102,Fortune Staple 200g,Staples,Fortune,539.88,RK Agencies,2024-08-15,2024-10-12,2024-12-16
PB1108,Bingo Snack 100g,Snacks,Bingo,269.14,Shree Traders,2025-03-01,2025-04-30,2025-08-19
PB1013,Parle Monaco 250ml,Snacks,Parle,489.0,FastMove Logistics,2023-02-03,2023-06-16,2024-07-08
PB1018,Himalaya Baby Lotion 80g,Baby Care,Himalaya,418.5,FreshMart Suppliers,2020-09-15,2024-05-22,2024-01-19
PB1074,Dove Personal Care 500g,Personal Care,Dove,536.26,Global FMCG,2025-02-20,2025-04-17,2025-11-11
PB1080,Nescafe Beverage 200g,Beverages,Nescafe,81.91,Prime Wholesale,2025-04-04,2025-04-20,2025-05-09
PB1089,McCain Frozen Food 100g,Frozen Foods,Mccain,142.94,Metro Supplies,2023-04-27,2023-06-09,2023-11-14
PB1096,McCain Frozen Food 200g,Frozen Foods,Mccain,399.61,,2023-07-17,2023-08-14,2023-09-22
PB1031,Vim Home Care 500g,Home Care,Vim,134.99,Shree Traders,2022-11-30,2022-12-23,2023-06-22
PB1041,Lizol Home Care 200g,Home Care,Lizol,482.02,Shree Traders,2024-11-05,2025-01-02,2025-02-25
PB1051,Cadbury Chocolate 1kg,Chocolates,Cadbury,75.89,Prime Wholesale,2024-04-13,2024-04-25,2024-06-12
PB1057,Parle Biscuit 200g,Biscuits,Parle,164.23,Om Enterprises,2024-02-16,2024-02-16,2024-09-02
PB1065,McCain Frozen Food 250g,Frozen Foods,Mccain,487.45,Metro Supplies,2023-06-28,2023-07-06,2023-12-31
PB1069,Aashirvaad Staple 500g,Staples,Aashirvaad,500.3,Om Enterprises,2024-11-01,2024-12-02,2025-04-09
PB1081,Fortune Staple 1kg,Staples,Fortune,497.24,Metro Supplies,2024-11-13,2024-11-20,2025-06-05
PB1086,Haldiram Snack 250g,Snacks,Haldiram,462.71,Shree Traders,2023-09-09,2023-10-04,2024-07-10
PB1092,Lux Personal Care 100g,Personal Care,Lux,139.89,Om Enterprises,2022-08-07,2022-09-25,2023-04-30
PB1110,Mother Dairy Dairy 250g,Dairy,Mother Dairy,64.9,Global FMCG,2024-02-08,2024-03-04,2024-06-13
